Component,Weight Percentage
n-C7,0.0
n-C9,0.0
n-C10,20.2
n-C12,0.0
i-C8,0.0
i-C10,0.0
i-C11,32.3
i-C15,0.0
C9H18,20.5
C10H18,9.1
C7H8,0.0
C8H10,0.0
C9H12,11.7
C9H10,0.0
C9H8,0.0
C10H12,4.0
C10H8,0.2
C11H10,1.9
C12H10,0.0
C12H8,0.0
C14H10,0.0
