Component,Weight Percentage
n-C7,0.0
n-C9,0.0
n-C10,0.0
n-C12,5.5
i-C8,0.0
i-C10,0.0
i-C11,1.4
i-C15,1.4
C9H18,17.6
C10H18,54.2
C7H8,0.0
C8H10,0.0
C9H12,4.5
C9H10,0.0
C9H8,0.0
C10H12,14.8
C10H8,0.04
C11H10,0.2
C12H10,0.3
C12H8,0.0
C14H10,0.1
