Component,Weight Percentage
n-C7,0.0
n-C9,0.0
n-C10,19.0
n-C12,0.0
i-C8,0.0
i-C10,30.4
i-C11,0.0
i-C15,0.0
C9H18,24.0
C10H18,8.6
C7H8,0.0
C8H10,0.0
C9H12,14.2
C9H10,0.0
C9H8,0.6
C10H12,3.1
C10H8,0.04
C11H10,0.1
C12H10,0.023
C12H8,0.0
C14H10,0.0
